batch_number,report_year,company_name,apiary_number,location,gross_weight_kg,drum_weight_kg,net_weight_kg,beshara_kg,production_kg,num_production_hives,production_per_hive_kg,num_hive_supers,harvest_date,efficiency_ratio,waste_percentage,extraction_date
MNH5821,2024,MANAHIL LLC,91 - Fujairah,Fujairah,91.0,640.9,25.6,615.3,3.0,612.3,96.0,6.38,2024-11-01,375.0,676.1538461538461,2025-05-28
MNH5821,2024,MANAHIL LLC,70 - Umm Al Quwain,Umm Al Quwain,70.0,123.6,9.1,114.5,2.5,112.0,80.0,1.4,2024-10-16,879.1208791208792,163.57142857142856,2025-05-28
MNH5821,2024,MANAHIL LLC,94 - Sharjah,Sharjah,94.0,327.8,25.0,302.8,3.1,299.7,51.0,5.88,2024-07-10,204.0,322.1276595744681,2025-05-28
MNH5821,2024,MANAHIL LLC,28 - Taweeh,Taweeh,28.0,181.1,34.6,146.5,3.1,143.4,88.0,1.63,2023-10-05,254.33526011560696,523.2142857142857,2025-05-28
PRD9437,2024,MANAHIL LLC,25 - Taweeh,Taweeh,25.0,280.9,27.9,253.0,3.1,249.9,47.0,5.32,2024-07-18,168.4587813620072,1011.9999999999999,2025-05-28
PRD9437,2024,MANAHIL LLC,22 - Sharjah,Sharjah,22.0,587.6,22.5,565.1,2.4,562.7,25.0,22.51,2025-01-22,111.11111111111111,2568.636363636364,2025-05-28
PRD9437,2024,MANAHIL LLC,36 - Ras Al Khaimah,Ras Al Khaimah,36.0,620.5,26.5,594.0,3.1,590.9,101.0,5.85,2024-10-04,381.1320754716981,1650.0,2025-05-28
PRD9437,2024,MANAHIL LLC,50 - Al Hajar,Unknown,50.0,242.0,21.2,220.8,2.4,218.4,111.0,1.97,2023-11-11,523.5849056603774,441.6,2025-05-28
PRD9437,2024,MANAHIL LLC,45 - Ras Al Khaimah,Ras Al Khaimah,45.0,442.4,34.5,407.9,2.6,405.3,69.0,5.87,2023-09-02,200.0,906.4444444444443,2025-05-28
PRD9437,2024,MANAHIL LLC,69 - Umm Al Quwain,Umm Al Quwain,69.0,449.9,14.3,435.6,2.5,433.1,117.0,3.7,2024-01-02,818.1818181818181,631.304347826087,2025-05-28
PRD9437,2024,MANAHIL LLC,19 - Taweeh,Taweeh,19.0,453.1,30.3,422.8,2.6,420.2,55.0,7.64,2023-07-11,181.5181518151815,2225.263157894737,2025-05-28
PRD9437,2024,MANAHIL LLC,44 - Masafi,Masafi,44.0,253.0,15.8,237.2,2.4,234.8,30.0,7.83,2023-11-14,189.873417721519,539.090909090909,2025-05-28
PRD9437,2024,MANAHIL LLC,58 - Sharjah,Sharjah,58.0,420.1,15.5,404.6,3.0,401.6,20.0,20.08,2023-12-28,129.03225806451613,697.5862068965517,2025-05-28
PRD9437,2024,MANAHIL LLC,54 - Dubai,Dubai,54.0,216.1,28.9,187.2,3.1,184.1,36.0,5.11,2024-01-25,124.5674740484429,346.66666666666663,2025-05-28
PRD9437,2024,MANAHIL LLC,75 - Ras Al Khaimah,Ras Al Khaimah,75.0,171.8,20.8,151.0,3.1,147.9,87.0,1.7,2023-05-31,418.2692307692308,201.33333333333331,2025-05-28
PRD9437,2024,MANAHIL LLC,59 - Ajman,Ajman,59.0,340.4,24.7,315.7,2.4,313.3,25.0,12.53,2024-09-02,101.21457489878543,535.0847457627118,2025-05-28
API9087,2024,MANAHIL LLC,12 - Dibba,Dibba,12.0,406.0,32.3,373.7,2.5,371.2,68.0,5.46,2024-06-26,210.52631578947373,3114.1666666666665,2025-05-28
API9087,2024,MANAHIL LLC,25 - Ras Al Khaimah,Ras Al Khaimah,25.0,390.5,27.0,363.5,2.6,360.9,59.0,6.12,2024-03-31,218.5185185185185,1454.0,2025-05-28
API9087,2024,MANAHIL LLC,13 - Fujairah,Fujairah,13.0,284.9,32.8,252.1,3.1,249.0,116.0,2.15,2023-10-21,353.6585365853659,1939.2307692307693,2025-05-28
API9087,2024,MANAHIL LLC,47 - Dubai,Dubai,47.0,135.9,13.7,122.2,2.9,119.3,116.0,1.03,2024-05-06,846.7153284671534,260.0,2025-05-28
API9087,2024,MANAHIL LLC,77 - Masafi,Masafi,77.0,302.5,8.4,294.1,2.9,291.2,64.0,4.55,2024-05-01,761.9047619047618,381.948051948052,2025-05-28
API9087,2024,MANAHIL LLC,69 - Al Hajar,Unknown,69.0,165.4,23.7,141.7,2.4,139.3,68.0,2.05,2024-04-21,286.9198312236287,205.36231884057966,2025-05-28
API9087,2024,MANAHIL LLC,03 - Kalba,Kalba,3.0,294.6,15.2,279.4,2.7,276.7,85.0,3.26,2024-09-06,559.2105263157895,9313.333333333332,2025-05-28
API9087,2024,MANAHIL LLC,57 - Abu Dhabi,Abu Dhabi,57.0,182.8,33.0,149.8,2.7,147.1,79.0,1.86,2023-06-11,239.3939393939394,262.8070175438597,2025-05-28
API9087,2024,MANAHIL LLC,46 - Khor Fakkan,Khor Fakkan,46.0,514.9,14.9,500.0,2.7,497.3,85.0,5.85,2024-12-04,570.4697986577181,1086.9565217391305,2025-05-28
API9087,2024,MANAHIL LLC,65 - Umm Al Quwain,Umm Al Quwain,65.0,322.8,6.5,316.3,2.8,313.5,47.0,6.67,2023-12-01,723.0769230769231,486.61538461538464,2025-05-28
API9087,2024,MANAHIL LLC,40 - Kalba,Kalba,40.0,526.8,17.5,509.3,3.1,506.2,68.0,7.44,2023-06-27,388.57142857142856,1273.25,2025-05-28
API9087,2024,MANAHIL LLC,67 - Masafi,Masafi,67.0,320.8,23.4,297.4,2.7,294.7,37.0,7.96,2025-01-22,158.11965811965814,443.88059701492534,2025-05-28
API9087,2024,MANAHIL LLC,06 - Kalba,Kalba,6.0,326.9,31.9,295.0,2.5,292.5,27.0,10.83,2023-12-14,84.63949843260188,4916.666666666666,2025-05-28
API9087,2024,MANAHIL LLC,64 - Abu Dhabi,Abu Dhabi,64.0,367.1,13.0,354.1,2.7,351.4,105.0,3.35,2023-09-03,807.6923076923076,553.28125,2025-05-28
MNH3954,2024,MANAHIL LLC,25 - Fujairah,Fujairah,25.0,217.9,25.0,192.9,2.9,190.0,67.0,2.84,2025-03-09,268.0,771.6,2025-05-28
MNH3954,2024,MANAHIL LLC,26 - Khor Fakkan,Khor Fakkan,26.0,461.4,30.3,431.1,2.6,428.5,47.0,9.12,2024-04-05,155.1155115511551,1658.076923076923,2025-05-28
MNH3954,2024,MANAHIL LLC,40 - Taweeh,Taweeh,40.0,380.5,25.4,355.1,2.9,352.2,26.0,13.55,2024-08-31,102.36220472440945,887.7500000000001,2025-05-28
MNH3954,2024,MANAHIL LLC,26 - Hatta,Hatta,26.0,632.6,22.9,609.7,2.9,606.8,117.0,5.19,2024-05-23,510.91703056768563,2345.0000000000005,2025-05-28
MNH3954,2024,MANAHIL LLC,32 - Taweeh,Taweeh,32.0,133.4,19.1,114.3,2.9,111.4,67.0,1.66,2024-11-10,350.7853403141361,357.1875,2025-05-28
MNH3954,2024,MANAHIL LLC,47 - Hatta,Hatta,47.0,536.0,29.7,506.3,3.1,503.2,32.0,15.72,2024-08-17,107.74410774410774,1077.2340425531916,2025-05-28
MNH3954,2024,MANAHIL LLC,28 - Kalba,Kalba,28.0,380.1,23.7,356.4,2.7,353.7,26.0,13.6,2024-02-02,109.70464135021096,1272.8571428571427,2025-05-28
MNH3954,2024,MANAHIL LLC,73 - Al Hajar,Unknown,73.0,420.2,9.6,410.6,3.0,407.6,24.0,16.98,2024-06-05,250.0,562.4657534246576,2025-05-28
MNH3954,2024,MANAHIL LLC,93 - Ras Al Khaimah,Ras Al Khaimah,93.0,194.8,15.8,179.0,3.0,176.0,77.0,2.29,2023-10-05,487.34177215189874,192.4731182795699,2025-05-28
MNH3954,2024,MANAHIL LLC,80 - Ras Al Khaimah,Ras Al Khaimah,80.0,574.0,26.6,547.4,2.4,545.0,56.0,9.73,2024-08-09,210.52631578947367,684.2499999999999,2025-05-28
MNH3954,2024,MANAHIL LLC,13 - Al Hajar,Unknown,13.0,474.2,25.1,449.1,2.4,446.7,29.0,15.4,2025-02-15,115.53784860557768,3454.6153846153848,2025-05-28
MNH3954,2024,MANAHIL LLC,93 - Hatta,Hatta,93.0,552.3,5.4,546.9,2.7,544.2,94.0,5.79,2025-05-01,1740.7407407407404,588.0645161290323,2025-05-28
MNH3954,2024,MANAHIL LLC,21 - Khor Fakkan,Khor Fakkan,21.0,113.7,18.7,95.0,3.0,92.0,118.0,0.78,2023-09-02,631.0160427807486,452.38095238095235,2025-05-28
MNH3954,2024,MANAHIL LLC,94 - Umm Al Quwain,Umm Al Quwain,94.0,513.2,33.4,479.8,3.1,476.7,109.0,4.37,2025-04-04,326.34730538922156,510.4255319148936,2025-05-28
BTH9718,2024,MANAHIL LLC,82 - Al Hajar,Unknown,82.0,220.4,30.9,189.5,3.0,186.5,85.0,2.19,2025-04-08,275.0809061488673,231.09756097560975,2025-05-28
BTH9718,2024,MANAHIL LLC,79 - Ajman,Ajman,79.0,456.0,24.9,431.1,2.9,428.2,52.0,8.23,2024-06-14,208.83534136546186,545.6962025316457,2025-05-28
BTH9718,2024,MANAHIL LLC,28 - Al Hajar,Unknown,28.0,83.2,24.7,58.5,2.9,55.6,21.0,2.65,2024-11-11,85.02024291497976,208.92857142857144,2025-05-28
BTH9718,2024,MANAHIL LLC,86 - Dubai,Dubai,86.0,613.6,10.5,603.1,2.7,600.4,78.0,7.7,2023-06-29,742.8571428571429,701.2790697674418,2025-05-28
BTH9718,2024,MANAHIL LLC,22 - Khor Fakkan,Khor Fakkan,22.0,477.6,11.7,465.9,2.8,463.1,105.0,4.41,2024-10-17,897.4358974358975,2117.7272727272725,2025-05-28
BTH9718,2024,MANAHIL LLC,87 - Kalba,Kalba,87.0,401.9,25.3,376.6,3.0,373.6,70.0,5.34,2023-08-23,276.6798418972332,432.8735632183908,2025-05-28
BTH9718,2024,MANAHIL LLC,07 - Sharjah,Sharjah,7.0,456.8,8.4,448.4,2.5,445.9,95.0,4.69,2023-07-03,1130.9523809523807,6405.714285714285,2025-05-28
BTH9718,2024,MANAHIL LLC,13 - Fujairah,Fujairah,13.0,184.4,18.1,166.3,2.5,163.8,109.0,1.5,2024-01-01,602.2099447513812,1279.2307692307693,2025-05-28
BTH9718,2024,MANAHIL LLC,76 - Dibba,Dibba,76.0,286.7,34.2,252.5,3.1,249.4,89.0,2.8,2024-12-12,260.233918128655,332.2368421052631,2025-05-28
BTH9718,2024,MANAHIL LLC,04 - Taweeh,Taweeh,4.0,81.5,30.2,51.3,2.8,48.5,69.0,0.7,2024-05-26,228.47682119205297,1282.5,2025-05-28
BTH9718,2024,MANAHIL LLC,25 - Hatta,Hatta,25.0,391.1,31.5,359.6,2.4,357.2,116.0,3.08,2025-03-10,368.25396825396825,1438.4,2025-05-28
BTH9718,2024,MANAHIL LLC,40 - Ajman,Ajman,40.0,612.4,28.1,584.3,2.5,581.8,95.0,6.12,2023-12-05,338.0782918149466,1460.7499999999998,2025-05-28
BTH9718,2024,MANAHIL LLC,08 - Hatta,Hatta,8.0,579.3,9.7,569.6,2.9,566.7,64.0,8.85,2024-05-14,659.7938144329897,7120.0,2025-05-28
BTH9718,2024,MANAHIL LLC,67 - Al Hajar,Unknown,67.0,419.5,22.1,397.4,2.7,394.7,29.0,13.61,2023-11-12,131.22171945701356,593.1343283582089,2025-05-28
HNY6941,2024,MANAHIL LLC,29 - Fujairah,Fujairah,29.0,527.9,21.7,506.2,3.0,503.2,23.0,21.88,2024-01-13,105.99078341013825,1745.5172413793105,2025-05-28
HNY6941,2024,MANAHIL LLC,27 - Umm Al Quwain,Umm Al Quwain,27.0,88.2,33.0,55.2,2.8,52.4,29.0,1.81,2024-05-10,87.87878787878788,204.44444444444449,2025-05-28
HNY6941,2024,MANAHIL LLC,83 - Abu Dhabi,Abu Dhabi,83.0,611.7,19.7,592.0,2.7,589.3,44.0,13.39,2024-05-12,223.3502538071066,713.2530120481928,2025-05-28
HNY6941,2024,MANAHIL LLC,85 - Masafi,Masafi,85.0,633.1,23.1,610.0,2.8,607.2,28.0,21.69,2024-07-20,121.21212121212122,717.6470588235294,2025-05-28
HNY6941,2024,MANAHIL LLC,63 - Al farfar,Al farfar,63.0,517.7,26.6,491.1,2.7,488.4,70.0,6.98,2024-07-29,263.1578947368421,779.5238095238096,2025-05-28
HNY6941,2024,MANAHIL LLC,54 - Abu Dhabi,Abu Dhabi,54.0,325.0,22.2,302.8,3.0,299.8,18.0,16.66,2024-09-05,81.08108108108108,560.7407407407408,2025-05-28
HNY6941,2024,MANAHIL LLC,98 - Al Hajar,Unknown,98.0,175.3,17.2,158.1,2.7,155.4,20.0,7.77,2024-03-09,116.27906976744187,161.32653061224488,2025-05-28
HNY6941,2024,MANAHIL LLC,76 - Hatta,Hatta,76.0,219.1,18.3,200.8,2.7,198.1,93.0,2.13,2024-07-06,508.1967213114754,264.2105263157895,2025-05-28
HNY6941,2024,MANAHIL LLC,50 - Masafi,Masafi,50.0,562.8,18.5,544.3,2.5,541.8,55.0,9.85,2025-01-13,297.2972972972973,1088.6,2025-05-28
HNY6941,2024,MANAHIL LLC,08 - Al Hajar,Unknown,8.0,488.6,34.5,454.1,2.6,451.5,69.0,6.54,2023-10-03,200.0,5676.25,2025-05-28
HNY6941,2024,MANAHIL LLC,72 - Hatta,Hatta,72.0,528.0,6.7,521.3,2.8,518.5,73.0,7.1,2024-04-01,1089.55223880597,724.0277777777777,2025-05-28
HNY6941,2024,MANAHIL LLC,40 - Al Hajar,Unknown,40.0,149.1,8.0,141.1,2.7,138.4,53.0,2.61,2025-05-14,662.5,352.75,2025-05-28
HNY6941,2024,MANAHIL LLC,90 - Al Hajar,Unknown,90.0,532.2,33.1,499.1,2.5,496.6,21.0,23.65,2024-07-27,63.444108761329296,554.5555555555555,2025-05-28
PRD8426,2024,MANAHIL LLC,68 - Taweeh,Taweeh,68.0,203.8,16.3,187.5,2.9,184.6,67.0,2.76,2024-09-14,411.0429447852761,275.7352941176471,2025-05-28
PRD8426,2024,MANAHIL LLC,70 - Fujairah,Fujairah,70.0,552.9,29.7,523.2,2.5,520.7,88.0,5.92,2024-04-29,296.2962962962963,747.4285714285716,2025-05-28
PRD8426,2024,MANAHIL LLC,16 - Umm Al Quwain,Umm Al Quwain,16.0,555.6,23.8,531.8,2.9,528.9,55.0,9.62,2025-04-01,231.0924369747899,3323.7499999999995,2025-05-28
PRD8426,2024,MANAHIL LLC,14 - Fujairah,Fujairah,14.0,232.4,18.1,214.3,2.8,211.5,36.0,5.88,2025-01-25,198.89502762430936,1530.7142857142858,2025-05-28
PRD8426,2024,MANAHIL LLC,44 - Ajman,Ajman,44.0,605.3,22.3,583.0,2.8,580.2,33.0,17.58,2024-11-03,147.98206278026908,1325.0,2025-05-28
PRD8426,2024,MANAHIL LLC,01 - Ras Al Khaimah,Ras Al Khaimah,1.0,251.3,22.1,229.2,2.6,226.6,34.0,6.66,2023-10-20,153.84615384615384,22920.0,2025-05-28
PRD8426,2024,MANAHIL LLC,32 - Dubai,Dubai,32.0,445.9,16.7,429.2,2.5,426.7,53.0,8.05,2024-11-03,317.36526946107784,1341.25,2025-05-28
PRD8426,2024,MANAHIL LLC,70 - Masafi,Masafi,70.0,568.0,8.0,560.0,2.7,557.3,97.0,5.75,2024-01-17,1212.5,800.0,2025-05-28
PRD8426,2024,MANAHIL LLC,59 - Hatta,Hatta,59.0,444.9,26.1,418.8,2.8,416.0,72.0,5.78,2023-11-16,275.8620689655172,709.8305084745763,2025-05-28
PRD8426,2024,MANAHIL LLC,74 - Al Hajar,Unknown,74.0,618.0,5.9,612.1,2.4,609.7,80.0,7.62,2024-10-16,1355.9322033898304,827.1621621621622,2025-05-28
PRD8426,2024,MANAHIL LLC,43 - Kalba,Kalba,43.0,591.7,26.2,565.5,2.6,562.9,67.0,8.4,2025-04-25,255.72519083969465,1315.1162790697674,2025-05-28
PRD8426,2024,MANAHIL LLC,61 - Masafi,Masafi,61.0,525.4,10.8,514.6,3.0,511.6,78.0,6.56,2024-11-02,722.2222222222222,843.6065573770492,2025-05-28
PRD8426,2024,MANAHIL LLC,06 - Sharjah,Sharjah,6.0,589.9,17.5,572.4,2.5,569.9,63.0,9.05,2024-06-06,360.0,9540.0,2025-05-28
PRD8426,2024,MANAHIL LLC,25 - Dibba,Dibba,25.0,375.7,20.7,355.0,2.9,352.1,18.0,19.56,2023-07-26,86.95652173913044,1420.0,2025-05-28
PRD8426,2024,MANAHIL LLC,74 - Masafi,Masafi,74.0,628.7,24.5,604.2,2.8,601.4,60.0,10.02,2024-03-15,244.89795918367346,816.4864864864866,2025-05-28
SDR8668,2024,MANAHIL LLC,01 - Umm Al Quwain,Umm Al Quwain,1.0,80.9,9.2,71.7,2.6,69.1,27.0,2.56,2024-01-01,293.47826086956525,7170.0,2025-05-28
SDR8668,2024,MANAHIL LLC,98 - Ras Al Khaimah,Ras Al Khaimah,98.0,177.1,28.6,148.5,2.4,146.1,17.0,8.59,2024-03-31,59.44055944055944,151.53061224489795,2025-05-28
SDR8668,2024,MANAHIL LLC,14 - Khor Fakkan,Khor Fakkan,14.0,540.5,28.0,512.5,2.7,509.8,88.0,5.79,2024-03-21,314.2857142857143,3660.7142857142853,2025-05-28
SDR8668,2024,MANAHIL LLC,21 - Al farfar,Al farfar,21.0,476.0,10.4,465.6,2.5,463.1,119.0,3.89,2023-06-19,1144.230769230769,2217.142857142857,2025-05-28
SDR8668,2024,MANAHIL LLC,12 - Khor Fakkan,Khor Fakkan,12.0,131.7,6.6,125.1,2.5,122.6,84.0,1.46,2023-11-26,1272.7272727272727,1042.5,2025-05-28
SDR8668,2024,MANAHIL LLC,47 - Hatta,Hatta,47.0,510.3,34.5,475.8,2.8,473.0,77.0,6.14,2023-11-11,223.18840579710147,1012.340425531915,2025-05-28
SDR8668,2024,MANAHIL LLC,73 - Dubai,Dubai,73.0,216.6,9.6,207.0,2.6,204.4,77.0,2.65,2025-01-08,802.0833333333334,283.5616438356164,2025-05-28
SDR8668,2024,MANAHIL LLC,10 - Umm Al Quwain,Umm Al Quwain,10.0,495.1,26.4,468.7,2.8,465.9,19.0,24.52,2024-03-22,71.96969696969697,4687.0,2025-05-28
SDR8668,2024,MANAHIL LLC,85 - Umm Al Quwain,Umm Al Quwain,85.0,624.6,33.1,591.5,3.0,588.5,118.0,4.99,2024-08-30,356.4954682779456,695.8823529411765,2025-05-28
SDR8668,2024,MANAHIL LLC,38 - Dubai,Dubai,38.0,228.4,26.6,201.8,2.9,198.9,37.0,5.38,2023-06-16,139.09774436090225,531.0526315789474,2025-05-28
SDR8668,2024,MANAHIL LLC,84 - Sharjah,Sharjah,84.0,501.3,20.9,480.4,2.5,477.9,30.0,15.93,2023-10-23,143.54066985645935,571.9047619047619,2025-05-28
SDR8668,2024,MANAHIL LLC,90 - Dibba,Dibba,90.0,608.3,5.9,602.4,2.7,599.7,56.0,10.71,2024-09-22,949.1525423728813,669.3333333333334,2025-05-28
SDR8668,2024,MANAHIL LLC,16 - Kalba,Kalba,16.0,195.2,20.0,175.2,3.1,172.1,118.0,1.46,2024-03-01,590.0,1095.0,2025-05-28
SDR8668,2024,MANAHIL LLC,98 - Hatta,Hatta,98.0,528.4,8.5,519.9,2.5,517.4,89.0,5.81,2024-02-25,1047.0588235294117,530.5102040816327,2025-05-28
HNY2740,2024,MANAHIL LLC,79 - Masafi,Masafi,79.0,304.6,34.7,269.9,3.0,266.9,75.0,3.56,2024-09-30,216.13832853025934,341.6455696202531,2025-05-28
HNY2740,2024,MANAHIL LLC,66 - Al Hajar,Unknown,66.0,563.6,7.6,556.0,2.5,553.5,59.0,9.38,2024-09-11,776.3157894736843,842.4242424242424,2025-05-28
HNY2740,2024,MANAHIL LLC,89 - Masafi,Masafi,89.0,628.3,11.7,616.6,3.1,613.5,79.0,7.77,2023-11-22,675.2136752136752,692.808988764045,2025-05-28
HNY2740,2024,MANAHIL LLC,74 - Al farfar,Al farfar,74.0,617.6,16.1,601.5,2.4,599.1,94.0,6.37,2023-10-29,583.8509316770186,812.8378378378379,2025-05-28
HNY2740,2024,MANAHIL LLC,28 - Sharjah,Sharjah,28.0,442.1,17.5,424.6,2.8,421.8,34.0,12.41,2025-04-25,194.28571428571428,1516.4285714285716,2025-05-28
HNY2740,2024,MANAHIL LLC,03 - Ajman,Ajman,3.0,507.2,20.0,487.2,2.9,484.3,38.0,12.74,2023-10-02,190.0,16240.0,2025-05-28
HNY2740,2024,MANAHIL LLC,10 - Hatta,Hatta,10.0,217.8,25.8,192.0,3.0,189.0,23.0,8.22,2024-05-30,89.14728682170544,1920.0,2025-05-28
HNY2740,2024,MANAHIL LLC,76 - Dibba,Dibba,76.0,615.2,7.6,607.6,2.5,605.1,59.0,10.26,2024-01-08,776.3157894736843,799.4736842105264,2025-05-28
HNY2740,2024,MANAHIL LLC,33 - Dubai,Dubai,33.0,628.4,32.4,596.0,3.0,593.0,42.0,14.12,2024-12-13,129.62962962962962,1806.0606060606062,2025-05-28
HNY2740,2024,MANAHIL LLC,16 - Abu Dhabi,Abu Dhabi,16.0,84.0,16.8,67.2,2.5,64.7,22.0,2.94,2024-03-23,130.95238095238096,420.0,2025-05-28
HNY2740,2024,MANAHIL LLC,40 - Dibba,Dibba,40.0,530.6,8.9,521.7,3.1,518.6,74.0,7.01,2025-05-16,831.4606741573034,1304.25,2025-05-28
HNY2740,2024,MANAHIL LLC,75 - Kalba,Kalba,75.0,557.6,14.1,543.5,2.9,540.6,74.0,7.31,2024-11-30,524.822695035461,724.6666666666667,2025-05-28
MNH4192,2024,MANAHIL LLC,54 - Al Hajar,Unknown,54.0,512.4,29.9,482.5,3.0,479.5,15.0,31.97,2025-01-14,50.16722408026756,893.5185185185185,2025-05-28
MNH4192,2024,MANAHIL LLC,28 - Fujairah,Fujairah,28.0,314.9,16.1,298.8,2.5,296.3,115.0,2.58,2025-01-28,714.2857142857142,1067.1428571428573,2025-05-28
MNH4192,2024,MANAHIL LLC,50 - Ras Al Khaimah,Ras Al Khaimah,50.0,507.7,10.9,496.8,2.9,493.9,44.0,11.22,2025-03-25,403.6697247706422,993.6,2025-05-28
MNH4192,2024,MANAHIL LLC,73 - Sharjah,Sharjah,73.0,397.0,18.8,378.2,2.5,375.7,97.0,3.87,2023-07-21,515.9574468085106,518.0821917808219,2025-05-28
MNH4192,2024,MANAHIL LLC,63 - Al farfar,Al farfar,63.0,176.3,27.8,148.5,3.1,145.4,35.0,4.15,2025-01-03,125.89928057553956,235.71428571428572,2025-05-28
MNH4192,2024,MANAHIL LLC,40 - Sharjah,Sharjah,40.0,465.8,7.6,458.2,3.1,455.1,108.0,4.21,2025-02-27,1421.0526315789475,1145.5,2025-05-28
MNH4192,2024,MANAHIL LLC,75 - Ras Al Khaimah,Ras Al Khaimah,75.0,296.7,16.8,279.9,2.9,277.0,81.0,3.42,2024-11-18,482.1428571428571,373.2,2025-05-28
MNH4192,2024,MANAHIL LLC,55 - Kalba,Kalba,55.0,524.1,21.8,502.3,2.9,499.4,79.0,6.32,2025-01-26,362.3853211009174,913.2727272727273,2025-05-28
MNH4192,2024,MANAHIL LLC,82 - Fujairah,Fujairah,82.0,469.4,17.7,451.7,2.7,449.0,78.0,5.76,2023-10-28,440.6779661016949,550.8536585365854,2025-05-28
MNH4192,2024,MANAHIL LLC,55 - Khor Fakkan,Khor Fakkan,55.0,355.6,31.6,324.0,2.6,321.4,114.0,2.82,2024-07-03,360.75949367088606,589.090909090909,2025-05-28
MNH4192,2024,MANAHIL LLC,88 - Dibba,Dibba,88.0,81.8,5.5,76.3,2.7,73.6,16.0,4.6,2023-08-23,290.90909090909093,86.70454545454545,2025-05-28
MNH4192,2024,MANAHIL LLC,88 - Ras Al Khaimah,Ras Al Khaimah,88.0,129.3,10.7,118.6,2.5,116.1,47.0,2.47,2023-10-27,439.25233644859816,134.77272727272725,2025-05-28
MNH4192,2024,MANAHIL LLC,54 - Khor Fakkan,Khor Fakkan,54.0,641.1,32.8,608.3,2.6,605.7,24.0,25.24,2024-03-30,73.17073170731709,1126.4814814814815,2025-05-28
MNH4192,2024,MANAHIL LLC,44 - Hatta,Hatta,44.0,125.4,17.0,108.4,3.1,105.3,112.0,0.94,2023-12-29,658.8235294117646,246.36363636363637,2025-05-28
MNH4192,2024,MANAHIL LLC,26 - Abu Dhabi,Abu Dhabi,26.0,201.3,11.2,190.1,2.8,187.3,48.0,3.9,2024-09-12,428.57142857142856,731.1538461538462,2025-05-28
API2904,2024,MANAHIL LLC,02 - Masafi,Masafi,2.0,194.3,21.6,172.7,3.0,169.7,31.0,5.47,2023-07-24,143.5185185185185,8635.0,2025-05-28
API2904,2024,MANAHIL LLC,39 - Ajman,Ajman,39.0,445.3,34.7,410.6,2.8,407.8,54.0,7.55,2023-06-11,155.61959654178673,1052.8205128205127,2025-05-28
API2904,2024,MANAHIL LLC,10 - Al Hajar,Unknown,10.0,364.6,18.0,346.6,2.8,343.8,66.0,5.21,2024-08-15,366.66666666666663,3466.0000000000005,2025-05-28
API2904,2024,MANAHIL LLC,48 - Masafi,Masafi,48.0,504.5,9.5,495.0,2.8,492.2,70.0,7.03,2023-06-06,736.8421052631579,1031.25,2025-05-28
API2904,2024,MANAHIL LLC,46 - Khor Fakkan,Khor Fakkan,46.0,649.4,29.8,619.6,3.0,616.6,56.0,11.01,2024-09-16,187.91946308724832,1346.9565217391305,2025-05-28
API2904,2024,MANAHIL LLC,18 - Abu Dhabi,Abu Dhabi,18.0,619.2,21.1,598.1,2.4,595.7,71.0,8.39,2023-10-22,336.49289099526067,3322.7777777777783,2025-05-28
API2904,2024,MANAHIL LLC,75 - Dibba,Dibba,75.0,208.0,21.8,186.2,3.1,183.1,102.0,1.8,2023-10-18,467.88990825688074,248.26666666666662,2025-05-28
API2904,2024,MANAHIL LLC,68 - Sharjah,Sharjah,68.0,305.3,14.1,291.2,2.6,288.6,63.0,4.58,2023-06-22,446.8085106382979,428.2352941176471,2025-05-28
API2904,2024,MANAHIL LLC,67 - Khor Fakkan,Khor Fakkan,67.0,109.0,6.5,102.5,3.1,99.4,102.0,0.97,2024-09-19,1569.230769230769,152.98507462686567,2025-05-28
API2904,2024,MANAHIL LLC,79 - Taweeh,Taweeh,79.0,378.2,26.4,351.8,2.4,349.4,34.0,10.28,2024-08-15,128.78787878787878,445.3164556962025,2025-05-28
API2904,2024,MANAHIL LLC,60 - Masafi,Masafi,60.0,596.5,5.0,591.5,2.7,588.8,66.0,8.92,2024-07-30,1320.0,985.8333333333333,2025-05-28
API2904,2024,MANAHIL LLC,40 - Al Hajar,Unknown,40.0,502.9,31.1,471.8,3.1,468.7,57.0,8.22,2024-12-02,183.2797427652733,1179.5,2025-05-28
API2904,2024,MANAHIL LLC,98 - Dibba,Dibba,98.0,611.1,32.6,578.5,3.0,575.5,47.0,12.24,2025-04-25,144.17177914110428,590.3061224489795,2025-05-28
API2904,2024,MANAHIL LLC,06 - Hatta,Hatta,6.0,239.6,14.5,225.1,3.1,222.0,63.0,3.52,2024-12-16,434.48275862068965,3751.6666666666665,2025-05-28
PRD6738,2024,MANAHIL LLC,63 - Kalba,Kalba,63.0,144.8,27.4,117.4,2.4,115.0,73.0,1.58,2024-02-19,266.4233576642336,186.34920634920636,2025-05-28
PRD6738,2024,MANAHIL LLC,40 - Al farfar,Al farfar,40.0,173.2,19.1,154.1,2.8,151.3,96.0,1.58,2023-09-05,502.6178010471204,385.25,2025-05-28
PRD6738,2024,MANAHIL LLC,66 - Kalba,Kalba,66.0,182.6,26.3,156.3,2.4,153.9,68.0,2.26,2023-12-13,258.5551330798479,236.8181818181818,2025-05-28
